Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Trades,Taker Base Volume,Taker Quote Volume,Ignore
2020-06-04,9663.58,9884.00,9440.00,9788.33,264515.319,2020-06-04 23:59:59.999,2564530031.26807,769445,135545.415,1314742692.05212,0
2020-06-05,9788.32,9855.00,9580.52,9617.29,237103.042,2020-06-05 23:59:59.999,2307020792.84172,674699,114621.744,1115582334.11739,0
2020-06-06,9616.64,9738.77,9528.00,9664.00,152526.703,2020-06-06 23:59:59.999,1469881938.14958,507355,78270.202,754435753.74163,0
2020-06-07,9664.01,9823.13,9373.00,9743.92,253986.313,2020-06-07 23:59:59.999,2440468630.54430,695541,128587.599,1236275774.04025,0
2020-06-08,9743.92,9816.00,9631.00,9778.87,162086.419,2020-06-08 23:59:59.999,1575946981.01871,474606,81571.025,793314812.77618,0
2020-06-09,9778.87,9890.00,9550.03,9771.66,204422.819,2020-06-09 23:59:59.999,1986584445.30502,553812,100901.543,981041831.80446,0
2020-06-10,9771.66,10015.99,9681.21,9884.99,193628.149,2020-06-10 23:59:59.999,1900724588.13658,551989,95878.768,941458554.76410,0
2020-06-11,9884.99,9970.10,9055.07,9278.03,404046.613,2020-06-11 23:59:59.999,3862130909.12521,1027558,185222.513,1769964488.14219,0
2020-06-12,9277.72,9550.00,9238.00,9458.91,211611.340,2020-06-12 23:59:59.999,1992908459.95852,641434,109919.410,1035341868.85864,0
2020-06-13,9458.77,9497.85,9340.00,9468.54,113449.075,2020-06-13 23:59:59.999,1068817694.43180,348090,57601.880,542822882.08195,0
2020-06-14,9468.55,9477.00,9240.97,9339.61,143978.523,2020-06-14 23:59:59.999,1350388889.47993,422272,72124.508,676670374.79637,0
2020-06-15,9339.70,9490.83,8888.43,9422.01,413865.727,2020-06-15 23:59:59.999,3811857667.87459,1088825,212684.242,1959957200.87787,0
2020-06-16,9422.01,9595.00,9370.00,9519.12,225713.247,2020-06-16 23:59:59.999,2143232282.69654,641488,117909.667,1119907031.84835,0
2020-06-17,9519.13,9569.00,9231.03,9458.45,227477.390,2020-06-17 23:59:59.999,2143290042.11355,623537,113576.493,1070524810.37531,0
2020-06-18,9458.45,9483.85,9272.41,9381.59,158349.247,2020-06-18 23:59:59.999,1488056320.77280,477815,80186.369,753743879.84663,0
2020-06-19,9381.99,9453.00,9239.00,9307.00,219510.059,2020-06-19 23:59:59.999,2048059719.36743,588538,112351.565,1048450973.35035,0
2020-06-20,9307.00,9394.29,9165.00,9354.04,154462.290,2020-06-20 23:59:59.999,1436354409.44428,425349,80710.791,750834333.74971,0
2020-06-21,9353.84,9420.47,9279.00,9293.51,110599.558,2020-06-21 23:59:59.999,1033976410.97488,316619,56895.909,532057753.11637,0
2020-06-22,9293.39,9795.00,9273.00,9686.99,260561.647,2020-06-22 23:59:59.999,2482574353.64243,634767,140316.059,1336206135.11198,0
2020-06-23,9686.99,9723.23,9585.00,9631.66,164673.499,2020-06-23 23:59:59.999,1588083862.05429,432869,76851.398,741257899.47861,0
2020-06-24,9631.65,9678.00,9210.00,9298.40,300450.251,2020-06-24 23:59:59.999,2825265494.90329,748649,136984.949,1288273322.83144,0
2020-06-25,9298.78,9350.90,9005.00,9246.75,272566.502,2020-06-25 23:59:59.999,2510788505.43618,724717,138543.944,1276681593.31305,0
2020-06-26,9246.75,9297.16,9038.52,9159.99,249348.670,2020-06-26 23:59:59.999,2285936800.87162,682581,126311.431,1158202401.05587,0
2020-06-27,9159.99,9195.75,8816.40,9008.00,237840.165,2020-06-27 23:59:59.999,2153509215.41693,635966,118398.945,1072441342.52177,0
2020-06-28,9008.00,9188.00,8932.68,9114.00,153842.891,2020-06-28 23:59:59.999,1395928886.65951,480457,81266.509,737578007.31121,0
2020-06-29,9114.01,9233.00,9022.00,9189.48,176660.525,2020-06-29 23:59:59.999,1610778783.22314,513754,92094.713,840024608.77923,0
2020-06-30,9189.99,9205.00,9063.97,9138.87,143469.832,2020-06-30 23:59:59.999,1311949155.72121,418034,68278.846,624515563.30070,0
2020-07-01,9138.88,9293.00,9090.00,9233.29,161642.185,2020-07-01 23:59:59.999,1487427692.29113,446516,81634.131,751374808.62814,0
2020-07-02,9233.29,9262.99,8936.00,9087.72,230747.519,2020-07-02 23:59:59.999,2105533922.19592,649904,107214.396,978476545.33617,0
2020-07-03,9087.72,9124.52,9036.06,9057.52,96947.338,2020-07-03 23:59:59.999,881331916.25717,334878,45864.438,417006695.20991,0
2020-07-04,9058.07,9194.00,9042.84,9137.18,100215.438,2020-07-04 23:59:59.999,913030839.30531,300402,50806.640,462969842.17552,0
2020-07-05,9137.18,9146.35,8900.00,9071.86,139545.566,2020-07-05 23:59:59.999,1261953986.20306,424855,63262.066,572257948.68744,0
